,name,score
711,CTNND1,-0.43596092
712,TPM3,-0.43622282
713,FGF1,-0.43655849
714,TCF7L1,-0.43720782
715,FBN1,-0.4372083
716,GPC3,-0.43855086
717,AP2A1,-0.4391662
718,RAD9A,-0.43919325
719,GTF2I,-0.4402566
720,HSD3B2,-0.44083008
721,HGS,-0.4411625
722,CUL2,-0.4419929
723,TRAF2,-0.442247
724,CNGB1,-0.44237804
725,CSNK1A1,-0.44241372
726,PMS2,-0.44281924
727,DCT,-0.44304025
728,SHPRH,-0.44328034
729,ARNT2,-0.44353893
730,ARHGAP5,-0.44397947
731,BDNF,-0.4460458
732,SMC1B,-0.44770774
733,BCL2L1,-0.448258
734,GAB1,-0.4484261
735,IL16,-0.44857702
736,SIN3B,-0.448845
737,RMI1,-0.45041916
738,TOP2A,-0.4516522
739,PDE6B,-0.45212957
740,CCR7,-0.45217982
741,PPP2R1B,-0.45233533
742,FN1,-0.45285007
743,KCNJ3,-0.4532899
744,CAMP,-0.45432818
745,ABL1,-0.45432857
746,CHAF1A,-0.45467183
747,RAP1A,-0.45474765
748,TBX21,-0.4553192
749,INS,-0.4563303
750,RPL4,-0.45655847
751,RAD1,-0.45690343
752,NFIB,-0.4578825
753,CHRD,-0.4582707
754,TP53BP2,-0.4585835
755,TNFAIP3,-0.4592998
756,ACACA,-0.45971313
757,FGF17,-0.45973423
758,CD14,-0.46172914
759,AP1S1,-0.46299517
760,HDAC8,-0.46448496
761,ASH2L,-0.46479893
762,MAX,-0.46700892
763,RAPGEF6,-0.46722627
764,PCBP2,-0.46815416
765,SPINT2,-0.46910715
766,FLG,-0.4694831
767,TGIF1,-0.46973562
768,INPPL1,-0.47081414
769,PRICKLE1,-0.4714049
770,AIFM1,-0.4714072
771,FNIP2,-0.4718933
772,SHANK3,-0.47397032
773,HIF3A,-0.47544387
774,CDH23,-0.47562158
775,ZFP36L2,-0.47573915
776,MX2,-0.4758596
777,KCNJ6,-0.47713867
778,ITSN2,-0.477322
779,POU4F1,-0.4780811
780,CYTH2,-0.47833323
781,TRAF6,-0.47862187
782,POLR1A,-0.47965845
783,FNIP1,-0.47972536
784,ATP1B2,-0.4800012
785,DVL3,-0.48001012
786,FCGR3B,-0.48148593
787,EPHA3,-0.48247123
788,CAMK1,-0.48250428
789,NEO1,-0.48250628
790,STK11,-0.48341045
791,ROBO3,-0.48363665
792,PSEN1,-0.4837986
793,EDC4,-0.48389912
794,PTPN2,-0.4839944
795,AFF4,-0.4847974
796,DDX17,-0.48629746
797,CHD8,-0.48640886
798,SSH2,-0.48741683
799,MTA2,-0.48843136
800,DDX20,-0.48880848
801,LYPLA1,-0.48905107
802,REV1,-0.49058345
803,CCR8,-0.4910357
804,EIF4G1,-0.49237874
805,H3-3A,-0.49240986
806,PKN1,-0.49325392
807,PRKCG,-0.49329233
808,KLC3,-0.49349013
809,TNIK,-0.4941491
810,ELL,-0.494449
811,IGF2R,-0.49448863
812,MAP3K11,-0.49550298
813,GSTA4,-0.49657154
814,GNA14,-0.49683657
815,STAG1,-0.49693838
816,ATXN1,-0.4973702
817,TANK,-0.4974861
818,CTSG,-0.49847856
819,CYP1B1,-0.4988811
820,MMP7,-0.49906635
821,MED15,-0.49987388
822,NR3C2,-0.4998745
823,PCSK1,-0.5002311
824,PRMT6,-0.50024647
825,EDA2R,-0.5020716
826,TNKS2,-0.50215125
827,PPIP5K2,-0.5022672
828,SRRM1,-0.5024076
829,PCDHGA11,-0.5030628
830,ATP1A1,-0.5035472
831,THOC5,-0.5036632
832,FOXM1,-0.5038977
833,KLHL13,-0.5043486
834,PLAU,-0.5047731
835,MYH10,-0.50579745
836,RYR3,-0.5068667
837,RPL24,-0.5070221
838,FLNB,-0.50773495
839,C4BPA,-0.5098999
840,DDB2,-0.50990254
841,IKBKB,-0.5100129
842,BRWD1,-0.51042753
843,SH3BP5,-0.5109763
844,UBE2T,-0.5112471
845,CENPI,-0.5124934
846,SOCS6,-0.51253134
847,RMI2,-0.51287234
848,FCER1G,-0.5135084
849,PTGER2,-0.5139541
850,SRSF7,-0.5143115
851,HNF1B,-0.5144295
852,RNF216,-0.5148613
853,TAF1C,-0.5150644
854,IL12A,-0.5152038
855,MIA3,-0.51558775
856,POU5F1,-0.5164927
857,WTIP,-0.51676685
858,SMG1,-0.51740223
859,MAD2L1,-0.5177782
860,HRH1,-0.51781887
861,TBK1,-0.51816905
862,BTC,-0.5183058
863,ARF6,-0.5183858
864,ANKRD28,-0.5184619
865,SOX2,-0.5185547
866,PRKCQ,-0.51856524
867,GRIA1,-0.51897424
868,HES1,-0.51920164
869,ITGA4,-0.51983994
870,IRS1,-0.5204386
871,MAP2K3,-0.52080804
872,VRK1,-0.52098614
873,TOP3A,-0.5211852
874,VEGFC,-0.52324194
875,EPGN,-0.52328783
876,POLR2A,-0.52383435
877,C1QC,-0.5239718
878,ZAP70,-0.5242403
879,SRRM2,-0.5243297
880,BCL9L,-0.5246102
881,ZNF33A,-0.5249533
882,PTPRM,-0.5259041
883,ACTBL2,-0.5260393
884,SUMO1,-0.526273
885,ACVRL1,-0.5272204
886,EYA2,-0.52790946
887,ONECUT1,-0.5280316
888,AGAP2,-0.5280603
889,IL23A,-0.5282504
890,PPM1B,-0.5282538
891,WRN,-0.5289081
892,TAF15,-0.5298547
893,GATA2,-0.5298577
894,JUND,-0.53067964
895,ATP2B1,-0.53100497
896,TRPM7,-0.5313079
897,WIF1,-0.5319264
898,SCRIB,-0.53236675
899,VCP,-0.5336196
900,ZNF318,-0.53394276
901,IFT122,-0.5339572
902,NUP98,-0.53401065
903,USP6,-0.53456765
904,TNFRSF6B,-0.5347085
905,IGFBP3,-0.53630394
906,PTPN22,-0.53632265
907,CENPJ,-0.53669333
908,EFNB1,-0.53676957
909,CCR5,-0.5369051
910,CDK4,-0.53729266
911,PYGO1,-0.5382721
912,FOSL1,-0.53871834
913,SOCS2,-0.54041356
914,COL1A2,-0.54058087
915,RPS6KA3,-0.54071957
916,COL11A1,-0.5412398
917,CFH,-0.54134274
918,ADGRF5,-0.54148227
919,CYP19A1,-0.54201317
920,PPP1R3A,-0.54217327
921,MAPT,-0.5428717
922,IKBKG,-0.5435446
923,SLC38A9,-0.5439721
924,MORF4L1,-0.5439864
925,MAP3K13,-0.5441038
926,AXIN1,-0.5442529
927,ADORA1,-0.54569316
928,ACIN1,-0.5464758
929,CD86,-0.5467783
930,NELFB,-0.5469149
931,AP2A2,-0.54744846
932,EHMT2,-0.5478558
933,ZNF707,-0.5479973
934,PCDHB6,-0.548132
935,S1PR1,-0.54827017
936,RFC2,-0.54829127
937,ELP2,-0.54862314
938,NEGR1,-0.5487539
939,ACVR2B,-0.5494126
940,PCDHB7,-0.54947513
941,CDH5,-0.54960966
942,MGAT4A,-0.54961854
943,WASF2,-0.5498891
944,SPSB4,-0.550852
945,GNAI3,-0.5515059
946,FRK,-0.55171496
947,HNRNPA1,-0.5521192
948,ITK,-0.55221295
949,TFDP1,-0.5524912
950,INTS2,-0.552548
951,CCAR1,-0.55333006
952,SMG5,-0.5533665
953,NLRP12,-0.55375105
954,YES1,-0.5545944
955,KITLG,-0.55550885
956,C5,-0.5560074
957,PLCE1,-0.5563624
958,HLA-DQA2,-0.5566139
959,FCER1A,-0.5568142
960,CUL4A,-0.5570523
961,FAS,-0.5572795
962,EDN3,-0.5582849
963,RRM2,-0.5583077
964,EFNB2,-0.55858296
965,KRT24,-0.5585857
966,RARG,-0.5588677
967,RPTOR,-0.55912787
968,ST14,-0.559219
969,UTP20,-0.55955094
970,RAPGEF1,-0.5605777
971,GNA11,-0.56065243
972,KANSL1,-0.5608942
973,ZW10,-0.56104237
974,JUNB,-0.5615905
975,POLR3C,-0.5617027
976,TRIM24,-0.56274605
977,IL12RB1,-0.56307375
978,DNAH3,-0.56345636
