,name,score
564,GDNF,-15.409025
565,PCDHA9,-15.417493
566,CD79B,-15.439517
567,POLR2B,-15.4706
568,RAP1A,-15.484987
569,PER2,-15.525614
570,ARID5B,-15.530831
571,ASXL1,-15.536698
572,PPP2R5D,-15.5482
573,PIKFYVE,-15.550419
574,BIRC3,-15.554472
575,RXRB,-15.561657
576,HTT,-15.562311
577,FGF9,-15.570054
578,SREBF2,-15.585839
579,CD4,-15.590424
580,CNKSR1,-15.601216
581,IL6R,-15.629434
582,DDX5,-15.631229
583,RFC5,-15.642941
584,ACTN4,-15.648171
585,NTF3,-15.667743
586,FGFR4,-15.669894
587,NFKB2,-15.676462
588,CACNA1A,-15.719365
589,TRAF3,-15.721151
590,ISG15,-15.738954
591,MED15,-15.742218
592,BMP4,-15.76858
593,UBE2I,-15.769917
594,CLSPN,-15.786881
595,SND1,-15.820988
596,AQR,-15.823339
597,SYT1,-15.839808
598,EIF4G3,-15.850286
599,PCLO,-15.887256
600,MAP2K6,-15.898622
601,MCM8,-15.921168
602,SLC3A2,-15.9332485
603,F8,-15.948927
604,TOPBP1,-15.967626
605,BRIP1,-15.974176
606,MYB,-15.98194
607,IGFBP5,-15.983927
608,CRKL,-15.986858
609,DNAH1,-15.986899
610,EEF1A1,-15.991518
611,GHR,-16.026121
612,SMAD9,-16.062458
613,GRIN2A,-16.070957
614,CAND1,-16.081709
615,E2F2,-16.084522
616,IL4R,-16.085157
617,SPTA1,-16.135445
618,PPP2CA,-16.141432
619,TXNIP,-16.171513
620,YWHAE,-16.18064
621,SMARCA5,-16.184908
622,NCOA6,-16.200748
623,AP1G1,-16.210257
624,PTGS2,-16.21713
625,NCKAP1,-16.222189
626,RAD21,-16.230612
627,SZT2,-16.233957
628,EED,-16.238537
629,XRCC2,-16.250721
630,GTF2H3,-16.261623
631,IRAK2,-16.262999
632,GRIA2,-16.264496
633,LIG1,-16.265663
634,HSPA2,-16.270931
635,CHD9,-16.273487
636,DOCK4,-16.298464
637,GFRA1,-16.303324
638,ITGAM,-16.312698
639,XIAP,-16.317656
640,HDAC3,-16.327375
641,PXN,-16.328257
642,ORC6,-16.352335
643,ITGB2,-16.35941
644,RFC3,-16.361708
645,EFNB1,-16.362728
646,TYMS,-16.37642
647,CDH10,-16.399164
648,RAPGEF6,-16.400324
649,TG,-16.407246
650,FANCG,-16.407803
651,TERT,-16.409706
652,SMC4,-16.409885
653,HGS,-16.42219
654,NCKAP1L,-16.43106
655,STAG3,-16.4444
656,IL2RB,-16.455812
657,CUL4A,-16.490463
658,MAP2,-16.50669
659,RYR3,-16.511347
660,PRKAG1,-16.51534
661,DNMT3B,-16.540806
662,CACNB2,-16.54598
663,ITGA6,-16.550436
664,ERCC5,-16.55196
665,BCL9,-16.567406
666,CCNB1,-16.569883
667,PDGFRA,-16.584618
668,PRPF8,-16.60092
669,UPF2,-16.632761
670,TAB1,-16.637657
671,PSMA2,-16.644764
672,PRKCZ,-16.650003
673,PKD1,-16.65927
674,FEN1,-16.662865
675,PPP2R1B,-16.66438
676,ARFGEF1,-16.692995
677,NUP205,-16.70746
678,MAP1A,-16.712864
679,CBX4,-16.721455
680,RIMS2,-16.728582
681,VCP,-16.729177
682,PAK1,-16.768238
683,BCR,-16.769474
684,CEP290,-16.780725
685,KDM1A,-16.783255
686,DMD,-16.81304
687,POLD2,-16.823202
688,SMG1,-16.835382
689,GRIP1,-16.844017
690,PER1,-16.845718
691,FGF23,-16.85377
692,PDPK1,-16.858316
693,F2,-16.866213
694,CLASP1,-16.878101
695,DNAH7,-16.904753
696,ATIC,-16.905622
697,HMGB1,-16.906752
698,MORF4L1,-16.907465
699,MPRIP,-16.945793
700,AKAP5,-16.975826
701,ZEB2,-16.97835
702,DNM1,-16.982317
703,TGFB1,-16.997623
704,FLT4,-17.006582
705,LDLR,-17.011385
706,PDS5B,-17.01514
707,CACNA1E,-17.032866
708,SPRY2,-17.063013
709,VAMP2,-17.088419
710,LEPR,-17.09115
711,IRS2,-17.09503
712,BGN,-17.100985
713,BDP1,-17.10107
714,ITGA9,-17.10571
715,ITGA5,-17.113024
716,F5,-17.141153
717,FAS,-17.144188
718,HDAC6,-17.189442
719,PCDH15,-17.192904
720,RELN,-17.205872
721,RMI1,-17.209784
722,FGF10,-17.21951
723,AHNAK,-17.222002
724,CLTCL1,-17.223288
725,CHD8,-17.228407
726,MAPK11,-17.271212
727,CACNA2D2,-17.275982
728,IL3RA,-17.286247
729,DOCK7,-17.291008
730,HUWE1,-17.296782
731,HDLBP,-17.303822
732,PABPC1,-17.303968
733,SEL1L,-17.331827
734,DDX3X,-17.373796
735,ITGA4,-17.388538
736,NUP210,-17.420488
737,WASF3,-17.427797
738,MTA2,-17.433714
739,DMXL2,-17.446898
740,ITGA1,-17.44913
741,MYO10,-17.452364
742,LAMA1,-17.455791
743,MALT1,-17.469736
744,PAXIP1,-17.4704
745,CTR9,-17.470451
746,RPA2,-17.491844
747,CNTRL,-17.50564
748,PPP2R5E,-17.506617
749,SNAP25,-17.563032
750,JARID2,-17.576822
751,BCAR1,-17.577665
752,FGF7,-17.584597
753,MUC5B,-17.585728
754,OGT,-17.586266
755,IHH,-17.595112
756,ZEB1,-17.62049
757,RNF31,-17.623217
758,LRP8,-17.630053
759,CD86,-17.644138
760,LAMA5,-17.66669
761,BCL9L,-17.670238
762,WASL,-17.692768
763,ELMO1,-17.697094
764,CDC73,-17.698526
765,RARB,-17.700989
766,IGFBP3,-17.706219
767,EPAS1,-17.718588
768,PLXNA2,-17.733711
769,ZFYVE26,-17.740314
770,GATAD2B,-17.755596
771,CSF2RB,-17.761345
772,CDC42,-17.785437
773,RBBP8,-17.790703
774,NANOG,-17.79668
775,ROCK1,-17.797628
776,LAMA3,-17.80063
777,CTBP1,-17.819038
778,MAP2K3,-17.822487
779,SLC9A1,-17.838427
780,SERPINE1,-17.838625
781,CXCR4,-17.845192
782,XYLT1,-17.848198
783,WDFY3,-17.850496
784,SPTBN1,-17.887623
785,PLXNA3,-17.891094
786,KPNB1,-17.89267
787,GTF2H4,-17.903057
788,BDNF,-17.905695
789,NCAPD2,-17.935255
790,CPT1A,-17.956993
791,CHAF1A,-17.960224
792,YAP1,-17.961535
793,TCF7L1,-17.969112
794,CDC37,-17.975948
795,IL1R1,-17.9883
796,ZFYVE16,-18.002604
797,ANAPC1,-18.04105
798,ABCC9,-18.042608
799,CD40LG,-18.049368
800,PLCE1,-18.05229
801,BAZ1B,-18.072199
802,GNAI2,-18.072596
803,CD3D,-18.083073
804,LAMB2,-18.095919
805,ABI2,-18.10378
806,GPC5,-18.136698
807,FKBP4,-18.137585
808,IKBKG,-18.14651
809,LIFR,-18.149986
810,PRKAA2,-18.155226
811,TCEA1,-18.16316
812,YWHAB,-18.181791
813,NIN,-18.207846
814,MUC4,-18.20907
815,CD80,-18.214582
816,NGFR,-18.230654
817,ITGA2,-18.237469
818,HCK,-18.241909
819,CACNA2D1,-18.27021
820,ARRB2,-18.279078
821,MAP2K2,-18.296774
822,ST6GALNAC3,-18.308317
823,RRM2,-18.316668
824,TRPM7,-18.317179
825,ADAMTS5,-18.319708
826,POLQ,-18.32679
827,PPP2CB,-18.331242
828,RIF1,-18.331789
829,RUNX1T1,-18.341969
830,JUNB,-18.345798
831,VLDLR,-18.347826
832,PCBP1,-18.383629
833,CFP,-18.3921
834,CDT1,-18.39776
835,SUPT6H,-18.407248
836,TNFRSF1A,-18.421253
837,LRRFIP1,-18.428986
838,CCND3,-18.43846
839,GFRA2,-18.443445
840,SETX,-18.45217
841,DOCK2,-18.45654
842,CUL1,-18.468502
843,RAI1,-18.474073
844,KLB,-18.475395
845,TK1,-18.492382
846,FGF19,-18.503084
847,GOLGA3,-18.512142
848,FCGR1A,-18.52695
849,RAPGEF4,-18.52758
850,ADAMTSL3,-18.533321
851,GGH,-18.545788
852,SI,-18.553026
853,ENPP3,-18.56045
854,PRKCD,-18.57682
855,CHTF18,-18.579075
856,NPR1,-18.579733
857,BIRC2,-18.581875
858,ACVRL1,-18.60117
859,ACTL6A,-18.60629
860,SLIT2,-18.606476
861,CBX8,-18.610857
862,AGT,-18.61399
863,XRN1,-18.616974
864,MGA,-18.625162
865,WASF2,-18.626726
866,DNAH2,-18.627779
867,PLK1,-18.629314
868,RCOR1,-18.640574
869,USH2A,-18.659874
870,GRAP2,-18.672873
871,RNF43,-18.682066
872,MDM4,-18.69023
873,CYFIP1,-18.696419
874,EPHA7,-18.725834
875,TAOK1,-18.730295
876,DNM2,-18.739758
877,WWC1,-18.750599
878,FLNB,-18.763111
879,ZNF462,-18.776527
880,PPP2R5C,-18.782715
881,CEP192,-18.78317
882,POU5F1,-18.792036
883,ACLY,-18.79639
884,CBFB,-18.803745
885,RAD18,-18.818804
886,UTRN,-18.822393
887,COL1A2,-18.828661
888,TF,-18.83279
889,TBK1,-18.840794
890,JUP,-18.851032
891,YWHAG,-18.852428
892,C4A,-18.853424
893,TNFRSF10B,-18.863909
894,PYGB,-18.881264
895,GPC3,-18.881596
896,RDH10,-18.89995
897,CEP135,-18.90414
898,TRPC1,-18.920471
899,GNAI3,-18.928608
900,CDK5RAP2,-18.94132
901,PROC,-18.941885
902,ROCK2,-18.955555
903,MCM10,-18.956238
904,STAT4,-18.960962
905,SNAI2,-18.964228
906,ACVR2B,-18.985413
907,TLR2,-19.00298
908,HLA-E,-19.008812
909,FZD6,-19.02517
910,SMC1B,-19.046139
911,VAV3,-19.050142
912,CKAP5,-19.06244
913,NFASC,-19.069176
914,MYO1F,-19.075603
915,NUP214,-19.079306
916,IMPDH1,-19.085205
917,ETS1,-19.091152
918,APBB1,-19.11844
919,MEN1,-19.127693
920,SUZ12,-19.131453
921,TRAK1,-19.132627
922,BMP7,-19.132944
923,LPL,-19.14106
924,BLNK,-19.141212
925,CDON,-19.145304
926,MMP9,-19.148685
927,KL,-19.15106
928,RRAGD,-19.154257
929,UBC,-19.193571
930,RAD23B,-19.194197
931,SNAI1,-19.195187
932,PLXNA4,-19.200449
933,PDE4DIP,-19.203386
934,CDH11,-19.20993
935,TUBB4A,-19.213877
936,RGMA,-19.235704
937,MIA3,-19.250334
938,ZAP70,-19.265203
939,BMP6,-19.26676
940,CD3E,-19.277107
941,NOS1,-19.280264
942,ESPL1,-19.300085
943,PI4KA,-19.317638
944,FGR,-19.33126
945,MNAT1,-19.337423
946,ITGA3,-19.342527
947,IKBKE,-19.362738
948,ARNT,-19.36724
949,RTF1,-19.377031
950,FGF20,-19.391613
951,XRCC1,-19.394928
952,AOC1,-19.398136
953,PHC1,-19.400661
954,RGMB,-19.422
955,VAV2,-19.43726
956,BMPR1B,-19.441105
957,LMO7,-19.44681
958,ORC4,-19.449259
959,AXL,-19.44972
960,ANAPC5,-19.453766
961,AURKB,-19.461517
962,EREG,-19.476215
963,PYGO1,-19.49485
964,TAF4,-19.49534
965,FGF6,-19.501001
966,PRKAG2,-19.511187
967,PHF12,-19.521635
968,VTN,-19.52382
969,GOLGA4,-19.526619
970,CCNH,-19.53404
971,IL5RA,-19.54041
972,AFF1,-19.543976
973,KDM5A,-19.566507
974,CUBN,-19.579205
975,SMARCE1,-19.582489
976,CASZ1,-19.58896
977,JAG1,-19.602507
978,CDC7,-19.605124
979,NELFE,-19.607798
980,MEIS1,-19.61284
981,STK11,-19.613676
982,ASPH,-19.615551
983,ADAM17,-19.620739
984,RHOT1,-19.63212
985,SUN1,-19.656374
986,KIF13A,-19.663115
987,ARHGAP35,-19.673967
988,PSIP1,-19.68019
989,CAD,-19.690794
990,WNT5A,-19.699047
991,AHCTF1,-19.715496
992,BCL10,-19.715885
993,GAD1,-19.723124
994,ITK,-19.743116
995,GTF3C1,-19.748953
996,RC3H1,-19.75906
997,DCN,-19.802376
998,ACTN2,-19.808838
999,MMS22L,-19.809216
1000,ATF3,-19.815233
1001,GTF2B,-19.816626
1002,RERE,-19.826338
1003,EFNB2,-19.836107
1004,GRIA1,-19.839548
1005,MAP3K4,-19.85058
1006,POLK,-19.896793
1007,CGNL1,-19.897491
1008,CNTLN,-19.905785
1009,ACTN1,-19.910755
1010,CD209,-19.913239
1011,RHOBTB1,-19.917973
1012,CASP3,-19.94581
1013,GNG4,-19.947412
1014,PPP2R2B,-19.947994
1015,MAD2L1,-19.950523
1016,TRIO,-19.953419
1017,PBX1,-19.954063
1018,EHMT2,-19.958246
1019,COL1A1,-19.961843
1020,DNAH17,-19.967
1021,GMPS,-19.96799
1022,HIVEP2,-19.982147
