,name,score
2351,DTL,-26.193266
2352,FZR1,-26.193628
2353,PDE2A,-26.197447
2354,ADCY8,-26.202328
2355,HSD17B2,-26.206808
2356,TAOK2,-26.208803
2357,CD36,-26.209332
2358,RGS7,-26.20991
2359,OSMR,-26.210539
2360,MYO7B,-26.211432
2361,ATXN3,-26.212004
2362,PSMC5,-26.212372
2363,KLHL41,-26.214117
2364,MAPKAP1,-26.214283
2365,CCNB2,-26.21458
2366,PRCC,-26.215582
2367,NR2E1,-26.218111
2368,TRPC3,-26.219873
2369,PENK,-26.220089
2370,GBP2,-26.233782
2371,NLRC5,-26.235054
2372,MIB1,-26.235634
2373,IL4I1,-26.23825
2374,PKNOX2,-26.238882
2375,CORIN,-26.239307
2376,SMO,-26.240078
2377,SRSF1,-26.240597
2378,GALNT14,-26.240685
2379,SYNJ2,-26.241573
2380,JUND,-26.242224
2381,SFRP4,-26.243807
2382,CUL2,-26.245363
2383,PPM1B,-26.25072
2384,SNRPN,-26.256712
2385,GCNT2,-26.25868
2386,PROS1,-26.259937
2387,ARHGAP21,-26.260279
2388,THOC2,-26.26221
2389,INSC,-26.273884
2390,RAD17,-26.273924
2391,NPHP3,-26.283178
2392,EIF5,-26.285915
2393,LDB2,-26.288355
2394,BHMT2,-26.28961
2395,NBR1,-26.292774
2396,LAMC3,-26.297295
2397,SYTL2,-26.297976
2398,VAMP8,-26.300617
2399,BMP2K,-26.301264
2400,HPGDS,-26.306826
2401,PDE4D,-26.309288
2402,TGFBI,-26.314087
2403,STXBP5L,-26.322018
2404,CDKN1C,-26.323181
2405,NPC1L1,-26.324547
2406,PHF20,-26.325775
2407,MMP10,-26.326761
2408,CASK,-26.327028
2409,GATM,-26.33378
2410,CHRD,-26.334547
2411,TBX2,-26.335188
2412,GNA13,-26.33573
2413,IL1RAPL2,-26.335812
2414,WDHD1,-26.338528
2415,HSPA4L,-26.344398
2416,TAF5L,-26.34805
2417,IRF1,-26.350344
2418,BAIAP2,-26.351189
2419,MMP7,-26.361706
2420,GPS2,-26.362309
2421,GAD2,-26.367191
2422,WEE1,-26.367485
2423,CYP1B1,-26.369026
2424,MYLK3,-26.37151
2425,TBX21,-26.37161
2426,FBLN1,-26.373371
2427,NCOA7,-26.374859
2428,SLC7A5,-26.379095
2429,NFIC,-26.37957
2430,DNAH6,-26.381014
2431,FCER1G,-26.382467
2432,SORT1,-26.386446
2433,ZNF28,-26.39681
2434,HNRNPA2B1,-26.400227
2435,DDX11,-26.402868
2436,SATB1,-26.405483
2437,FAM83D,-26.40649
2438,YWHAH,-26.407452
2439,SYDE2,-26.408342
2440,SF3B3,-26.408718
2441,ATP6V1B1,-26.408817
2442,GALNT3,-26.40923
2443,INTS1,-26.411512
2444,DOCK11,-26.4125
2445,NFIB,-26.429502
2446,HAP1,-26.431763
2447,PRF1,-26.434767
2448,AK3,-26.437922
2449,SIGLEC1,-26.44043
2450,CX3CR1,-26.44567
2451,HSPA1L,-26.446636
2452,KDM4A,-26.448263
2453,KCNIP3,-26.44932
2454,EPPK1,-26.449385
2455,NRXN1,-26.457123
2456,WDR62,-26.457378
2457,ATP7B,-26.458448
2458,FANCL,-26.45902
2459,PAF1,-26.470697
2460,MIDN,-26.476406
2461,AMHR2,-26.4776
2462,XPO7,-26.477983
2463,DBNL,-26.478413
2464,ENTPD6,-26.4788
2465,HNRNPH2,-26.482735
2466,SCN3A,-26.487019
2467,MASP1,-26.493252
2468,RFX7,-26.494728
2469,GBP7,-26.494757
2470,RHOT2,-26.496307
2471,RNF216,-26.507395
2472,HPSE,-26.51117
2473,DBF4,-26.518616
2474,CLIP2,-26.519701
2475,RAN,-26.520485
2476,CWC27,-26.5229
2477,LRP5,-26.526556
2478,SP3,-26.532825
2479,MTMR4,-26.533548
2480,TFPI,-26.539572
2481,PLCB4,-26.546623
2482,G3BP2,-26.546818
2483,DDX17,-26.548176
2484,S1PR1,-26.549225
2485,HNRNPR,-26.554848
2486,CD8A,-26.558138
2487,EPOR,-26.562876
2488,LLGL2,-26.563618
2489,ATP1B1,-26.564566
2490,DOCK6,-26.565092
2491,NLRP12,-26.568367
2492,CDK8,-26.569244
2493,ENTPD5,-26.57245
2494,TOP2A,-26.57534
2495,UGT1A3,-26.576263
2496,NUP107,-26.579704
2497,CDA,-26.580357
2498,RELB,-26.581577
2499,GALNT8,-26.590216
2500,ARAF,-26.599386
2501,FCGR2A,-26.599688
2502,PPM1L,-26.601421
2503,ITIH2,-26.604244
2504,THEMIS,-26.605951
2505,A4GNT,-26.613674
2506,KCNJ2,-26.616478
2507,ADD2,-26.616753
2508,CHD5,-26.619999
2509,IL12B,-26.620079
2510,ST8SIA4,-26.635675
2511,CSNK1D,-26.637703
2512,MYBL2,-26.63776
2513,RBM28,-26.63817
2514,EIF4B,-26.648035
2515,PLD1,-26.649637
2516,IFI30,-26.64978
2517,TEAD1,-26.65043
2518,USP5,-26.659773
2519,GALNT10,-26.661093
2520,RHOQ,-26.663494
2521,ANLN,-26.665049
2522,GRM5,-26.665218
2523,LOXL2,-26.674862
2524,CATSPER1,-26.679472
2525,PC,-26.680197
2526,NFIX,-26.685902
2527,ATG9A,-26.686186
2528,INTS3,-26.687496
2529,DCUN1D1,-26.687748
2530,MUC5AC,-26.68869
2531,INTS2,-26.688896
2532,TTK,-26.690481
2533,EVC2,-26.695229
2534,ENPP2,-26.69762
2535,DDX42,-26.699907
2536,PACS2,-26.70345
2537,PRMT1,-26.704004
2538,CCAR2,-26.705559
2539,TMPRSS2,-26.70856
2540,FLRT2,-26.709944
2541,RUSC1,-26.71109
2542,DAPK2,-26.712023
2543,KLF5,-26.718498
2544,MLLT3,-26.72143
2545,PAPSS1,-26.723326
2546,REPS1,-26.726616
2547,GPC1,-26.732105
2548,LDB1,-26.734509
2549,ATP6V0A2,-26.735752
2550,PTPN3,-26.739819
2551,EIF1AX,-26.739885
2552,ODF2,-26.74423
2553,NAA15,-26.745676
2554,TRIM17,-26.746313
2555,RAD51AP1,-26.75174
2556,EIF4EBP1,-26.756958
2557,SERPINE2,-26.764791
2558,RAB11FIP4,-26.765057
2559,AASS,-26.765827
2560,IL5,-26.766153
2561,PPARGC1B,-26.767782
2562,HOXA5,-26.768414
2563,PDE4B,-26.769196
2564,PPP1R3A,-26.774416
2565,SREBF1,-26.781752
2566,TAF9,-26.783018
2567,PCSK9,-26.787477
2568,RNASEH2A,-26.79466
2569,DPF3,-26.797626
2570,TPH1,-26.800344
2571,TEC,-26.800924
2572,PSMD14,-26.806114
2573,DNAH12,-26.806559
2574,AHCYL2,-26.811253
2575,TUB,-26.813353
2576,RACGAP1,-26.813673
2577,JAM3,-26.814688
2578,ATG13,-26.815983
2579,TLR5,-26.821112
2580,LSP1,-26.821733
2581,CD34,-26.822363
2582,CHST7,-26.82382
2583,GULP1,-26.828726
2584,ZKSCAN1,-26.829182
2585,SYNGAP1,-26.831139
2586,GTF2I,-26.83116
2587,NKX2-5,-26.834995
2588,ATXN2,-26.837973
2589,PIK3C3,-26.839266
2590,NRCAM,-26.845104
2591,ELF3,-26.849247
2592,TNFSF12,-26.852057
2593,TXNRD1,-26.854656
2594,TLN2,-26.86288
2595,PTPRA,-26.86788
2596,PSMA7,-26.868309
2597,OR51E1,-26.869637
2598,EDA2R,-26.873068
2599,STX6,-26.876808
2600,MMP1,-26.877209
2601,KPNA4,-26.8814
2602,SPG11,-26.882912
2603,LRG1,-26.888067
2604,ITGAE,-26.888254
2605,PRICKLE2,-26.892185
2606,IDS,-26.898083
2607,TLE2,-26.900745
2608,GTF2A1,-26.91858
2609,ARPC3,-26.918806
2610,CCT2,-26.919565
2611,CSGALNACT2,-26.91966
2612,SEMA3C,-26.920553
2613,ADCY9,-26.923548
2614,KLRG1,-26.926308
2615,TRPC6,-26.928877
2616,SPTBN5,-26.93325
2617,HNRNPD,-26.935978
2618,MYH7B,-26.938381
2619,TNFSF13B,-26.939873
2620,ZNF687,-26.943602
2621,DHX15,-26.945951
2622,RPL18A,-26.948925
2623,SEMA3E,-26.949163
2624,CHAF1B,-26.951933
2625,ALDH6A1,-26.952715
2626,DENND4C,-26.953604
2627,NUP133,-26.954191
2628,PLN,-26.957495
2629,LRRC4,-26.958612
2630,SPHK1,-26.95888
2631,FBXO11,-26.969997
2632,ZNF280B,-26.971535
2633,AGXT2,-26.974401
2634,GNA14,-26.975454
2635,PPIA,-26.975555
2636,PKD2L1,-26.975863
2637,KLHL5,-26.975935
2638,OTUD7B,-26.979479
2639,GPKOW,-26.980438
2640,ARHGAP39,-26.985418
2641,MAP3K14,-26.990387
2642,PPP1R3C,-26.997108
2643,VANGL2,-26.999739
2644,HCN4,-27.000319
2645,MED12L,-27.002794
2646,DACH1,-27.004671
2647,GTSE1,-27.005344
2648,EGLN3,-27.005743
2649,EDNRA,-27.008297
2650,PSD,-27.008507
2651,COL18A1,-27.01077
2652,COPS5,-27.010992
2653,PSMC4,-27.011364
2654,PSMD6,-27.014732
2655,ATG16L1,-27.017311
2656,MX2,-27.020342
2657,ZNF415,-27.021923
2658,SYT2,-27.022959
2659,IQGAP3,-27.023405
2660,HACE1,-27.023954
2661,POLR2K,-27.029089
2662,IPO7,-27.030327
2663,KCNJ12,-27.030975
2664,CACNG7,-27.032433
2665,GRM3,-27.035345
2666,SNX9,-27.036968
2667,CDH17,-27.03821
2668,WNT2B,-27.040834
2669,CDK5,-27.041037
2670,RPL3L,-27.04123
2671,KCNMB1,-27.052818
2672,FABP4,-27.053938
2673,SORD,-27.055178
2674,EWSR1,-27.062046
2675,ARHGEF6,-27.0664
2676,ACSM2B,-27.06809
2677,MTDH,-27.068743
2678,GALNT2,-27.074118
2679,EXTL1,-27.08028
2680,ATP1B2,-27.08217
2681,INTU,-27.082968
2682,HLA-DQB2,-27.085033
2683,CD200,-27.088102
2684,STARD8,-27.091166
2685,DLX5,-27.09121
2686,MID1,-27.093664
2687,APH1A,-27.097912
2688,CENPI,-27.10118
2689,HEXB,-27.102596
2690,KIF16B,-27.109264
2691,FEM1A,-27.110561
2692,STRIP2,-27.111399
2693,ALDH1L1,-27.112413
2694,MSX1,-27.123201
2695,TUBA4A,-27.123674
2696,FAM13A,-27.123919
2697,PSMA5,-27.12899
2698,PPP1R12B,-27.131641
2699,PTGFRN,-27.13538
2700,PIP4K2C,-27.136816
2701,MUC1,-27.147814
2702,IRF5,-27.148863
2703,KCNAB2,-27.154743
2704,PSMB2,-27.157658
2705,NTN1,-27.1589
2706,YWHAQ,-27.16288
2707,PDCD1LG2,-27.16646
2708,OCRL,-27.168127
2709,ALCAM,-27.168385
2710,TAF7L,-27.169668
2711,NKD1,-27.1697
2712,SDCBP,-27.1698
2713,WBP11,-27.172619
2714,AP2S1,-27.172697
2715,CTLA4,-27.173815
2716,CHRM3,-27.176767
2717,UBE3A,-27.183767
2718,PFKFB1,-27.185118
2719,WT1,-27.185991
2720,CYP7B1,-27.18947
2721,MAGI1,-27.192308
2722,SLC25A25,-27.208002
2723,TIAL1,-27.208452
2724,ASF1B,-27.21646
2725,NEK2,-27.222355
2726,SESN3,-27.22321
2727,EXOC2,-27.224884
2728,STAB1,-27.225128
2729,MFAP2,-27.226023
2730,ACAA1,-27.226612
2731,ABCB11,-27.231085
2732,ZNF420,-27.234386
2733,ABCB4,-27.234734
2734,PTN,-27.23605
2735,ADAMTSL2,-27.237099
2736,ITGA7,-27.238462
2737,POLH,-27.239668
2738,HOXA9,-27.240322
2739,ZNF662,-27.244383
2740,CDK5R1,-27.245869
2741,CASP1,-27.253113
2742,RUSC2,-27.255981
2743,FOXK2,-27.256853
2744,IL1RAP,-27.261953
2745,TICRR,-27.263968
2746,CAT,-27.268482
2747,F11R,-27.26894
2748,MED25,-27.271336
2749,RBFOX1,-27.27185
2750,EPC1,-27.273283
2751,CANX,-27.275394
2752,TNXB,-27.278933
2753,ZNF582,-27.281118
2754,TRAF7,-27.282598
2755,SLIT1,-27.283255
2756,MAN1C1,-27.283386
2757,ADAM11,-27.28997
2758,IL1RN,-27.291252
2759,PARP4,-27.292105
2760,NUP98,-27.292665
2761,RRM1,-27.293457
2762,CARM1,-27.30056
2763,PPP1CA,-27.304632
2764,CALCRL,-27.313143
2765,TOB2,-27.315022
2766,IL1RL1,-27.315683
2767,MUS81,-27.31714
2768,DYNC1I1,-27.322536
2769,MGAT3,-27.32446
2770,CHST15,-27.3359
2771,HOXA2,-27.340593
2772,TAF1C,-27.34249
2773,MLST8,-27.342804
2774,TRPV4,-27.34472
2775,IDH1,-27.349463
2776,GEM,-27.352621
2777,YEATS2,-27.352882
2778,POLR2J,-27.35491
2779,UGT1A6,-27.359814
2780,MAPK9,-27.365675
2781,SNAP91,-27.367283
2782,TWIST1,-27.370861
2783,GZMA,-27.37426
2784,TRIP13,-27.377039
2785,SMC5,-27.38171
2786,B3GNT4,-27.38458
2787,VGLL3,-27.38474
2788,CTNNA3,-27.39332
2789,NDE1,-27.39597
2790,EFEMP1,-27.400675
2791,PLCH1,-27.400778
2792,ZNF658,-27.401264
2793,SETDB1,-27.407999
2794,HOXA7,-27.413866
2795,MCL1,-27.424479
2796,SEC23A,-27.426504
2797,SUOX,-27.428173
2798,ST6GAL2,-27.432697
2799,NPC1,-27.434797
2800,SMAD6,-27.436071
2801,P4HB,-27.43731
2802,ARPC1A,-27.437653
2803,DYRK2,-27.44105
2804,GZMB,-27.447014
2805,MLLT10,-27.454165
2806,EIF4A1,-27.454416
2807,SCG2,-27.45527
2808,RPL5,-27.456408
2809,PRIM2,-27.461893
2810,LRRC4B,-27.47183
2811,MYO1A,-27.477486
2812,EPHA8,-27.478266
2813,HIRA,-27.484182
2814,GRIN2C,-27.486908
2815,C1QA,-27.48739
2816,COL6A1,-27.488642
2817,GMNN,-27.489471
2818,UCHL5,-27.493803
2819,MAT1A,-27.499407
2820,RBM39,-27.515326
2821,HOXD4,-27.51718
2822,UTP20,-27.52014
2823,CREB3L2,-27.523472
2824,CNGB3,-27.524683
2825,POLR2F,-27.52545
2826,PPM1K,-27.531282
2827,TIMP3,-27.531942
2828,FGF22,-27.535374
2829,CD200R1,-27.536205
2830,MAPK13,-27.539137
2831,PTPN21,-27.540579
2832,PKP4,-27.545452
2833,SYP,-27.54891
2834,KCNH5,-27.551943
2835,B4GALT5,-27.55282
2836,TEX14,-27.554008
2837,DLGAP2,-27.555895
2838,ACSL4,-27.55649
2839,KCNK5,-27.561365
2840,HOOK3,-27.561878
2841,HOXB3,-27.563318
2842,BCAS3,-27.564358
2843,INPP5D,-27.565273
2844,FZD3,-27.56594
2845,TNFRSF13B,-27.568197
2846,ARHGEF10L,-27.569906
2847,BTC,-27.572025
2848,MYT1,-27.572334
2849,SYT11,-27.576002
2850,WWP1,-27.581144
2851,ATP1B4,-27.58263
2852,GABBR2,-27.58979
2853,MYH14,-27.590643
2854,PPP1CC,-27.597076
2855,THBS4,-27.601809
2856,RCC2,-27.60373
2857,CLK1,-27.604515
2858,TRIM71,-27.607195
2859,PLXNB3,-27.611752
2860,ENAH,-27.61253
2861,PLA2G7,-27.615807
2862,MAPK15,-27.617224
2863,ALDH1A1,-27.617687
2864,PTX3,-27.619139
2865,ABCC8,-27.619299
2866,ESYT1,-27.62063
2867,PLCB3,-27.620779
2868,CHST3,-27.621857
2869,SPHK2,-27.628595
2870,AGMO,-27.639751
2871,UMPS,-27.645086
2872,SENP1,-27.645304
2873,DENND4A,-27.64752
2874,SNURF,-27.648405
2875,TDO2,-27.651592
2876,LILRB2,-27.653517
2877,HBA1,-27.658474
2878,NMUR2,-27.659924
2879,CENPJ,-27.66114
2880,NDC80,-27.66217
2881,KDM6B,-27.662504
2882,MGLL,-27.663683
2883,INTS8,-27.663729
2884,CAMK2G,-27.666004
2885,CADM3,-27.6722
2886,TNPO2,-27.672312
2887,WNT2,-27.673494
2888,EPB41L2,-27.679491
2889,CTSV,-27.682154
2890,NEDD1,-27.684086
2891,HNF4A,-27.686758
2892,ARHGAP9,-27.68693
2893,WAC,-27.687532
2894,NLRP1,-27.687746
2895,BMX,-27.690052
2896,DCLRE1B,-27.693874
2897,PPFIA3,-27.695143
2898,ROBO4,-27.705347
2899,MED28,-27.709276
2900,GIMAP5,-27.7093
2901,ZBTB17,-27.71342
2902,IPO9,-27.71574
2903,TRIM31,-27.716309
2904,CACNG3,-27.716465
2905,NOP56,-27.718903
2906,DCLRE1C,-27.72303
2907,CEP162,-27.726152
2908,COL9A2,-27.732117
2909,APLP1,-27.747013
2910,SERPINC1,-27.749819
2911,ANTXR2,-27.750729
2912,NLRC4,-27.75212
2913,PRKAR1B,-27.759258
2914,LCP1,-27.762066
2915,NOX4,-27.76571
2916,CAP2,-27.77026
2917,ATP2A1,-27.773533
2918,LPAR2,-27.775547
2919,MED8,-27.782276
2920,MINK1,-27.78605
2921,MTHFD2,-27.786854
2922,ROR1,-27.790075
2923,MSX2,-27.803816
2924,LPIN1,-27.813274
2925,MEF2A,-27.819641
2926,ST8SIA1,-27.825806
2927,TLR10,-27.829113
2928,RHOBTB2,-27.836987
2929,ZNF701,-27.837063
2930,TAF6L,-27.837666
2931,EFNA3,-27.840456
2932,FOLR1,-27.841692
2933,DDX21,-27.846954
2934,GFPT2,-27.851746
2935,GNB4,-27.855871
2936,FRS3,-27.856237
2937,NUP155,-27.85992
2938,ABCG4,-27.863773
2939,CDHR1,-27.865412
2940,TNFSF15,-27.86965
2941,PRKCSH,-27.869799
2942,PLA2G5,-27.87583
2943,RASD2,-27.875837
2944,FMO3,-27.88189
2945,IL1RAPL1,-27.8868
2946,DERL2,-27.89012
2947,PDE10A,-27.892311
2948,HSPH1,-27.892431
2949,SYT4,-27.894997
2950,LIPE,-27.898428
2951,SLC9A3,-27.89879
2952,SRL,-27.902796
2953,ESCO2,-27.903719
2954,GBP1,-27.909546
2955,GABRB3,-27.90987
2956,CP,-27.919735
2957,TRAIP,-27.923605
2958,FMO2,-27.92632
2959,FOXP4,-27.926664
2960,RNF168,-27.927011
2961,CXCL10,-27.92983
2962,CETN2,-27.933632
2963,NID2,-27.933886
2964,PMP22,-27.934324
2965,TKTL1,-27.936392
2966,NEIL3,-27.937023
2967,NAT8L,-27.941622
2968,PAX8,-27.9472
2969,SSH1,-27.947319
2970,DNAJB4,-27.947899
2971,SET,-27.953974
2972,COL6A2,-27.955763
2973,HYAL1,-27.963627
2974,GUCY2C,-27.967577
2975,BICD2,-27.968773
2976,OGDHL,-27.97183
2977,ILF2,-27.973534
2978,ANGPT4,-27.980242
2979,ELL,-27.980597
2980,ANXA1,-27.983147
2981,ZNF676,-27.98697
2982,DCX,-27.987782
2983,DPYSL5,-27.989475
2984,GABRA4,-27.993113
2985,PRKD2,-27.99339
2986,PDGFD,-28.007395
2987,ELAVL1,-28.00977
2988,FHL1,-28.010109
2989,KCNN2,-28.01057
2990,GRB10,-28.015337
2991,ATXN2L,-28.015942
2992,MDK,-28.018124
2993,IGFBP6,-28.026947
2994,KCNIP4,-28.030457
2995,SLC7A11,-28.033762
2996,HBB,-28.039925
2997,FOXRED2,-28.043507
2998,ADAM15,-28.045952
2999,EFTUD2,-28.048471
3000,CPEB1,-28.048742
3001,FHL5,-28.048946
3002,AQP3,-28.053503
3003,GRIK3,-28.058718
3004,APOA2,-28.061537
3005,WNT7A,-28.063307
3006,FMNL3,-28.069738
3007,HNRNPH1,-28.078554
3008,ETV4,-28.08036
3009,GCC2,-28.082146
3010,ZNF569,-28.093315
3011,TGIF1,-28.095102
3012,KIR3DL1,-28.09599
3013,GRHL1,-28.098907
3014,TRIM9,-28.099077
3015,LIMD1,-28.099283
3016,HSPB2,-28.100689
3017,HMMR,-28.101213
3018,DMPK,-28.104982
3019,CSTF3,-28.111914
3020,CKB,-28.116886
3021,SYVN1,-28.121151
3022,NR4A1,-28.122108
3023,ASPHD1,-28.122492
3024,AJAP1,-28.123661
3025,FERMT3,-28.123913
3026,FOXA2,-28.131418
3027,ZNF385A,-28.131472
3028,MRC2,-28.134254
3029,ZNF135,-28.13728
3030,SGIP1,-28.139458
3031,CCL19,-28.141834
3032,CAPN3,-28.144968
3033,SRGAP1,-28.145622
3034,GLUL,-28.154324
3035,PIK3R6,-28.156414
3036,SUV39H1,-28.164288
3037,SEC63,-28.164576
3038,RTN4,-28.164747
3039,SMURF1,-28.170734
3040,ORAI2,-28.174316
3041,LHX9,-28.178137
3042,ENTPD4,-28.185652
3043,WNT7B,-28.188665
3044,SEC31A,-28.189981
3045,SNX18,-28.19025
3046,PNISR,-28.19118
3047,GRK7,-28.194965
3048,QPCT,-28.201002
3049,DYNC1LI1,-28.205957
3050,ACKR3,-28.209642
3051,SLC5A1,-28.20979
3052,TIMP2,-28.21513
3053,ARSB,-28.215246
3054,PLTP,-28.21635
3055,EIF3L,-28.225105
3056,BMP1,-28.225258
3057,TAF12,-28.225536
3058,ABCB7,-28.22619
3059,USP2,-28.23006
3060,GRIK1,-28.230211
3061,LTA,-28.231478
3062,SLC18A3,-28.232569
3063,C1QC,-28.2367
3064,FZD8,-28.240492
3065,BTRC,-28.241707
3066,FERMT1,-28.244968
3067,ITGB5,-28.246967
3068,PLB1,-28.256613
3069,CCT5,-28.257608
3070,RRAGA,-28.25958
3071,CASC3,-28.262386
3072,TAF1D,-28.265606
3073,SLC8A2,-28.27334
3074,NEDD4,-28.275646
3075,SCG3,-28.277733
3076,KIF14,-28.282566
3077,TTBK2,-28.283232
3078,FNIP1,-28.284851
3079,PFKP,-28.293419
3080,NUP160,-28.294212
3081,TXK,-28.297173
3082,SOCS2,-28.298653
3083,C4B,-28.301392
3084,SRSF4,-28.30498
3085,APBA1,-28.307394
3086,C4BPA,-28.308481
3087,HK3,-28.31252
3088,P2RY1,-28.313175
3089,PDE4A,-28.315739
3090,LPAR1,-28.316242
3091,KCNB1,-28.319012
3092,MAPKAPK5,-28.322887
3093,SEMA7A,-28.330322
3094,ACTA1,-28.331865
3095,BIN1,-28.332056
3096,RGS17,-28.33286
3097,TOP3B,-28.334105
3098,PFAS,-28.334553
3099,GPT2,-28.334581
3100,E2F7,-28.336239
3101,ONECUT2,-28.344044
3102,CUL7,-28.353786
3103,MSTN,-28.355803
3104,FZD10,-28.35709
3105,SOCS6,-28.359762
3106,PTPRN,-28.360521
3107,CELF1,-28.366158
3108,LRRC8A,-28.366892
3109,CDC5L,-28.368706
3110,CDCP1,-28.374086
3111,PHF2,-28.374136
3112,ACVR1,-28.37548
3113,CILP,-28.3803
3114,VCPIP1,-28.385088
3115,MT2A,-28.389315
3116,TCHH,-28.393099
3117,FHL2,-28.39368
3118,RAP1GAP,-28.398079
3119,CD8B,-28.39875
3120,PMEPA1,-28.402431
3121,EOMES,-28.405529
3122,ACOX1,-28.406353
3123,BRINP1,-28.411903
3124,NCF2,-28.413067
3125,LRFN4,-28.413473
3126,ATP6V0B,-28.415016
3127,POLR2H,-28.419548
3128,PDE7B,-28.420042
3129,SMARCAD1,-28.420248
3130,RCOR2,-28.424246
3131,PABPC5,-28.435816
3132,ZNF331,-28.43712
3133,SPON1,-28.439182
3134,CENPL,-28.43998
3135,HELB,-28.444183
3136,GTF3C2,-28.4459
3137,PTP4A3,-28.445917
3138,HOXA3,-28.4475
3139,DLGAP4,-28.452665
3140,CTSA,-28.454737
3141,ADCY2,-28.456738
3142,RHO,-28.457542
3143,SLC4A2,-28.45896
3144,EXT1,-28.462828
3145,SCML2,-28.463
3146,PPIL3,-28.464117
3147,ZNF3,-28.468775
3148,RNMT,-28.471928
3149,SLC18A2,-28.473524
3150,SPN,-28.473635
3151,HMGB3,-28.47526
3152,WLS,-28.475323
3153,FEZ1,-28.475672
3154,FOXK1,-28.4813
3155,SCUBE2,-28.484516
3156,GALNT13,-28.486315
3157,TNFRSF12A,-28.486431
3158,DAB2IP,-28.492083
3159,ANAPC2,-28.494345
3160,RDH11,-28.495367
3161,DYNC1I2,-28.495533
3162,PAPPA2,-28.497368
3163,ARPC5,-28.500322
3164,PHLDA3,-28.504784
3165,NR1D1,-28.510103
3166,CTSC,-28.511406
3167,NFYC,-28.512865
3168,CYP39A1,-28.516382
3169,PNPLA3,-28.516685
3170,PSPC1,-28.51696
3171,PLXNC1,-28.51888
3172,SSTR2,-28.52476
3173,UBE2C,-28.525433
3174,CDC14B,-28.525494
3175,ACSM5,-28.527945
3176,CARD6,-28.528004
3177,CLTA,-28.531116
3178,ANTXR1,-28.533625
3179,CHIT1,-28.535612
3180,CNN1,-28.54129
3181,HEYL,-28.549292
3182,C1S,-28.553038
3183,FBP1,-28.554546
3184,PSMB7,-28.559547
3185,CEP97,-28.562704
3186,CACNB3,-28.565199
3187,ESCO1,-28.56777
3188,SPRY1,-28.57089
3189,TRIM22,-28.57113
3190,RPH3A,-28.57153
3191,PPFIBP1,-28.571857
3192,MCC,-28.573414
3193,PIP5K1C,-28.574884
3194,RRAS,-28.57778
3195,COL9A1,-28.577965
3196,ZNF738,-28.58033
3197,B3GALT5,-28.581871
3198,ZNF439,-28.583073
3199,SMPD1,-28.585133
3200,BSG,-28.586605
3201,ZNRF2,-28.589947
3202,TFAP2D,-28.592058
3203,TOX4,-28.59471
3204,BRSK1,-28.59617
3205,ACADL,-28.603273
3206,CUL5,-28.607822
3207,TPPP,-28.609303
3208,HERC3,-28.615608
3209,TRIB3,-28.616474
3210,PEX5L,-28.620962
3211,TMPO,-28.622202
3212,PSMD13,-28.62347
3213,RPGRIP1L,-28.62865
3214,CD93,-28.630877
3215,THRB,-28.632753
3216,HPS3,-28.635038
3217,KIF6,-28.639671
3218,FNIP2,-28.649355
3219,HEXA,-28.650782
3220,CHD1L,-28.651913
3221,CD74,-28.65335
3222,SPATA13,-28.657015
3223,ECE1,-28.65929
3224,A1CF,-28.66285
3225,ME1,-28.6668
3226,SCN10A,-28.667255
3227,ALOX15,-28.668701
3228,NDRG2,-28.670338
3229,LTF,-28.67379
3230,CCR7,-28.674622
3231,MED21,-28.678427
3232,ZNF157,-28.678993
3233,GAS1,-28.679419
3234,PRSS3,-28.684835
3235,TUBA1B,-28.686226
3236,PEBP1,-28.686878
3237,DPY30,-28.695005
3238,LPAR3,-28.697638
3239,TOPORS,-28.701084
3240,MPP6,-28.70676
3241,LUM,-28.710327
3242,MYOD1,-28.711056
3243,LDHD,-28.71117
3244,CCL5,-28.712309
3245,BNIP3L,-28.716234
3246,TSPYL2,-28.716835
3247,RTN1,-28.722277
3248,PITX1,-28.728462
3249,MED7,-28.73139
3250,ATP6V0D2,-28.733072
3251,MME,-28.738253
3252,EDA,-28.740099
3253,COLEC11,-28.74057
3254,HOXB6,-28.746304
3255,RORC,-28.752047
3256,RNF111,-28.752855
3257,TDRD5,-28.759756
3258,FCER1A,-28.771492
3259,KIF21A,-28.773743
3260,ZNF568,-28.778631
3261,AVPR2,-28.783049
3262,ITGAD,-28.783367
3263,SOD3,-28.789703
3264,ZNF451,-28.790592
3265,UCP1,-28.79548
3266,ALDOC,-28.802563
3267,CREM,-28.80266
3268,PHACTR3,-28.807125
3269,FMOD,-28.809101
3270,CLEC7A,-28.81052
3271,RNF40,-28.812346
3272,B3GNT3,-28.812992
3273,ENPEP,-28.813414
3274,XRCC4,-28.814327
3275,PPBP,-28.81504
3276,EIF2S3,-28.815462
3277,PLEKHA7,-28.81568
3278,CEP72,-28.816626
3279,SRGAP3,-28.819508
3280,DMGDH,-28.820679
3281,UCHL1,-28.82078
3282,TRIM36,-28.8227
3283,IL20RA,-28.824215
3284,SPRY4,-28.826881
3285,TACC3,-28.827967
3286,GINS4,-28.828402
3287,ELL2,-28.829096
3288,SYT7,-28.829893
3289,COL5A2,-28.830313
3290,CNNM2,-28.832804
3291,EPB42,-28.832968
3292,SCN2A,-28.835447
3293,LHX2,-28.84318
3294,TRIM41,-28.843405
3295,TFR2,-28.84353
